amount,balance,hour,day,time_since_last,distance,speed,merchant_risk,cardholder_risk,device,ip_risk,z_score,is_fraud
80,5428,15,0,1448.74,6,36,0.16,0.20,1,0.05,0.91,1
81,4753,20,0,1483.44,2,32,0.08,0.13,1,0.03,0.72,1
2519,5330,3,3,3.87,799,471,0.89,0.12,0,0.98,5.00,1
65,4280,14,1,1178.41,4,34,0.07,0.12,1,0.04,-0.33,1
21,5163,10,2,1410.35,5,26,0.07,0.16,1,0.07,0.13,1
34,4938,19,0,1343.84,2,38,0.17,0.09,1,0.03,0.82,1
46,4763,16,4,1441.62,6,45,0.10,0.01,1,0.02,0.17,1
2674,2845,3,3,6.97,1047,461,0.76,0.10,0,0.83,5.00,1
58,5878,16,2,1040.79,5,23,0.18,0.08,1,0.07,-0.47,1
44,3932,11,4,1658.36,4,38,0.17,0.01,1,0.03,-0.11,1
66,5187,20,2,1310.43,6,24,0.10,0.04,1,0.07,-0.26,1
53,5033,14,4,1344.92,8,21,0.14,0.06,1,0.10,-0.08,1
4155,4144,0,1,6.86,772,488,0.86,0.04,0,0.86,5.00,1
75,4986,19,1,1371.97,5,17,0.17,0.17,1,0.10,1.41,1
41,5555,12,2,1618.97,7,28,0.03,0.04,1,0.04,-0.41,1
68,7590,16,2,1787.11,6,39,0.03,0.05,1,0.09,0.43,1
49,5270,19,4,1413.67,4,24,0.09,0.12,1,0.03,-0.61,1
3544,5055,0,3,6.76,711,522,0.81,0.09,0,0.98,5.00,1
108,4135,11,2,1362.39,5,17,0.02,0.13,1,0.03,-0.16,1
48,3676,8,4,1624.00,6,36,0.02,0.11,1,0.06,-0.62,1
50,3681,14,0,1542.55,6,21,0.12,0.11,1,0.07,-0.30,1
63,5986,20,4,1102.89,9,36,0.11,0.03,1,0.04,-0.03,1
3342,4631,2,0,9.35,1398,482,0.78,0.06,0,0.91,5.00,1
49,4237,9,2,1407.59,4,40,0.17,0.01,1,0.07,-0.53,1
80,5610,15,1,1322.78,3,19,0.14,0.16,1,0.10,0.21,1
26,4611,8,1,1271.56,5,15,0.03,0.18,1,0.07,0.00,1
69,3877,16,2,1263.95,3,30,0.10,0.05,1,0.05,-0.86,1
2079,3673,0,0,1.95,1038,506,0.87,0.15,0,0.89,5.00,1
59,5502,13,4,1281.84,8,27,0.18,0.08,1,0.08,-0.48,1
32,4165,9,2,1348.34,1,16,0.10,0.11,1,0.02,-0.92,1
29,6097,17,2,1814.15,11,19,0.09,0.12,1,0.04,0.62,1
26,4586,13,1,1441.59,5,15,0.16,0.11,1,0.06,-0.04,1
2649,4747,3,3,6.89,1060,508,0.75,0.11,0,0.91,5.00,1
16,4831,16,2,1318.65,1,26,0.11,0.18,1,0.05,-0.56,1
60,3145,11,0,1178.91,5,37,0.14,0.04,1,0.07,-0.19,1
45,3935,15,2,1572.78,6,39,0.02,0.11,1,0.04,-0.65,1
38,5115,11,1,1480.83,-1,27,0.20,0.20,1,0.03,0.57,1
3041,3517,0,3,7.75,1122,584,0.87,0.14,0,0.82,5.00,1
63,3704,10,1,1177.54,8,32,0.07,0.05,1,0.07,-0.43,1
43,4602,11,1,1507.50,9,30,0.17,0.19,1,0.05,0.54,1
92,6512,9,1,1611.49,7,41,0.01,0.09,1,0.08,0.50,1
86,5343,15,0,1404.23,5,39,0.14,0.15,1,0.04,0.37,1
3095,5126,1,2,7.44,977,587,0.81,0.10,0,0.86,5.00,1
69,4771,11,0,1654.14,1,31,0.06,0.10,1,0.08,-0.69,1
54,5256,19,4,1310.75,6,22,0.04,0.10,1,0.03,0.26,1
58,6093,14,3,1165.89,6,22,0.18,0.09,1,0.06,-0.70,1
96,3569,14,3,1576.61,8,28,0.07,0.13,1,0.02,0.38,1
3095,4772,0,0,1.28,1213,546,0.95,0.16,0,0.91,5.00,1
41,6077,8,0,1437.33,-1,37,0.04,0.03,1,0.03,0.40,1
118,3791,14,1,1625.61,6,39,0.09,0.12,1,0.08,0.17,1
64,5028,12,3,1355.62,9,36,0.18,0.15,1,0.05,-0.75,1
76,6080,8,0,1402.58,6,11,0.05,0.03,1,0.03,0.27,1
2458,5081,0,1,2.11,817,467,0.99,0.09,0,0.92,5.00,1
55,3762,17,3,1259.32,5,40,0.15,0.05,1,0.05,0.29,1
49,4471,19,1,1522.76,10,19,0.15,0.15,1,0.07,0.50,1
37,7205,8,1,1661.94,6,29,0.06,0.09,1,0.02,-0.17,1
52,5814,17,1,1460.85,9,32,0.01,0.10,1,0.08,0.13,1
2514,4564,2,1,3.12,856,476,0.84,0.04,0,0.86,5.00,1
60,5046,12,3,1349.28,1,33,0.07,0.15,1,0.04,-0.24,1
63,5420,8,4,1615.71,5,31,0.14,0.14,1,0.08,-0.44,1
56,5679,14,2,1722.84,2,36,0.04,0.00,1,0.05,-0.28,1
43,6301,10,3,1190.29,4,33,0.08,0.18,1,0.05,-0.26,1
3048,3695,1,3,2.49,1058,474,0.80,0.06,0,0.96,5.00,1
32,7567,9,0,1613.03,6,29,0.01,0.04,1,0.03,-0.14,1
83,5523,10,3,1476.49,5,27,0.15,0.17,1,0.07,0.09,1
66,5221,9,1,1439.99,6,37,0.03,0.01,1,0.03,0.12,1
72,4896,9,1,1602.35,4,26,0.20,0.07,1,0.02,0.04,1
2576,5666,3,3,1.48,1028,453,0.88,0.08,0,0.86,5.00,1
66,3137,10,2,1606.46,5,23,0.05,0.12,1,0.01,-0.01,1
24,4192,16,2,1505.64,3,46,0.04,0.12,1,0.07,-0.85,1
90,6670,18,2,1661.18,6,53,0.11,0.20,1,0.01,1.00,1
48,5839,17,3,1366.24,6,25,0.02,0.17,1,0.06,-0.25,1
2831,4538,3,0,9.46,1198,551,0.86,0.03,0,0.87,5.00,1
100,5159,16,3,1695.65,6,38,0.04,0.01,1,0.01,0.02,1
19,4981,17,0,1468.31,7,27,0.15,0.17,1,0.01,-0.18,1
65,6142,8,1,1606.43,9,25,0.14,0.19,1,0.01,-0.24,1
65,6547,16,1,1645.00,7,25,0.03,0.04,1,0.01,-0.20,1
2729,5994,3,3,8.11,894,444,0.82,0.01,0,0.98,5.00,1
54,5110,8,0,1316.89,2,42,0.06,0.08,1,0.03,-0.03,1
51,4274,15,3,1592.57,5,29,0.00,0.15,1,0.06,-0.46,1
55,6888,10,2,1777.27,6,33,0.10,0.19,1,0.08,0.90,1
41,5616,9,4,1378.47,7,33,0.14,0.02,1,0.04,-0.11,1
2363,6812,1,3,1.23,1153,495,0.82,0.18,0,0.93,5.00,1
30,5422,8,0,987.38,8,52,0.05,0.15,1,0.01,0.32,1
44,4946,11,3,1078.10,8,27,0.11,0.17,1,0.01,0.39,1
19,6240,10,0,1700.20,8,33,0.00,0.17,1,0.01,-0.31,1
92,6042,20,2,1734.29,2,22,0.15,0.18,1,0.08,-0.60,1
3671,3441,3,0,9.60,940,524,0.73,0.04,0,0.86,5.00,1
20,4111,16,2,1647.25,6,29,0.13,0.09,1,0.05,-0.79,1
110,3091,19,2,1102.78,5,23,0.00,0.11,1,0.04,-0.43,1
69,4573,19,4,1693.99,1,39,0.01,0.16,1,0.02,0.01,1
35,4567,13,1,1808.26,6,42,0.05,0.09,1,0.02,0.31,1
3184,4392,1,3,2.64,1045,530,0.96,0.07,0,0.87,5.00,1
38,4893,14,3,1235.19,8,9,0.01,0.09,1,0.02,1.41,1
96,5254,11,0,1763.04,6,30,0.16,0.15,1,0.06,-1.06,1
68,4387,20,3,1552.21,1,42,0.15,0.02,1,0.08,0.00,1
50,3765,14,3,1452.87,10,54,0.18,0.16,1,0.08,-0.02,1
3055,3802,2,1,4.96,808,439,0.77,0.01,0,0.84,5.00,1
66,7610,9,3,1362.64,-1,31,0.07,0.06,1,0.04,0.03,1
87,5158,19,1,1293.64,4,26,0.10,0.02,1,0.04,-0.40,1
72,5247,12,0,1316.62,6,43,0.15,0.07,1,0.00,-0.55,1
60,4792,12,3,1783.15,6,31,0.03,0.08,1,0.06,0.95,1
2996,5688,1,2,6.55,937,545,0.86,0.11,0,0.88,5.00,1
34,4144,15,2,1791.39,6,47,0.18,0.17,1,0.05,0.06,1
45,5586,13,2,1017.27,8,28,0.11,0.15,1,0.04,0.06,1
53,4374,8,2,1479.14,-3,18,0.15,0.08,1,0.07,0.48,1
87,6273,9,2,1520.04,6,41,0.03,0.06,1,0.03,0.14,1
2797,6590,3,1,3.70,863,552,0.86,0.07,0,0.80,5.00,1
70,6254,9,3,1542.27,0,13,0.14,0.18,1,0.00,0.18,1
95,3439,19,3,1461.52,3,20,0.07,0.07,1,0.08,0.22,1
64,3630,16,1,1539.32,8,39,0.15,0.14,1,0.01,-0.28,1
61,4852,18,1,1559.89,6,11,0.14,0.14,1,0.07,0.21,1
2658,5508,2,4,5.04,1187,414,1.00,0.08,0,0.81,5.00,1
64,3623,12,4,1247.48,7,28,0.08,0.17,1,0.05,-0.25,1
23,3420,15,4,1340.45,3,20,0.12,0.08,1,0.07,-0.62,1
57,6499,12,3,1297.54,4,18,0.16,0.12,1,0.10,-0.05,1
50,6969,13,2,1998.41,2,19,0.07,0.10,1,0.07,0.32,1
3566,5046,3,1,9.96,803,512,0.76,0.14,0,0.91,5.00,1
79,6252,19,4,1490.35,4,20,0.11,0.08,1,0.03,-0.62,1
51,5431,17,4,1387.39,2,21,0.06,0.13,1,0.02,0.47,1
75,5627,8,0,1541.35,5,31,0.09,0.00,1,0.07,0.42,1
74,5103,9,2,1415.40,6,34,0.16,0.04,1,0.08,-0.22,1
2441,5195,3,4,6.85,937,520,0.81,0.18,0,0.98,5.00,1
97,5362,19,3,1812.53,7,21,0.06,0.03,1,0.01,-0.71,1
59,5075,9,1,1683.88,5,29,0.12,0.14,1,0.04,-0.02,1
56,4305,11,4,1197.46,4,54,0.19,0.06,1,0.02,-0.57,1
81,6979,19,0,1671.03,4,20,0.09,0.13,1,0.04,-0.90,1
3169,3542,0,1,5.44,1109,434,0.74,0.08,0,0.82,5.00,1
70,4521,18,0,1427.60,5,44,0.05,0.04,1,0.03,0.24,1
39,5855,11,3,1882.51,3,22,0.14,0.06,1,0.09,0.54,1
79,4581,16,2,1596.58,5,31,0.03,0.14,1,0.07,0.00,1
47,4597,18,4,1418.17,8,28,0.16,0.03,1,0.03,-0.18,1
2889,3225,0,0,5.44,1284,426,0.71,0.08,0,0.80,5.00,1
59,3623,9,1,1681.24,5,19,0.09,0.00,1,0.07,-0.10,1
124,4438,12,3,1578.12,6,32,0.07,0.03,1,0.05,-0.12,1
24,4111,13,4,1516.30,5,33,0.03,0.06,1,0.08,0.26,1
48,5917,16,2,1701.91,3,28,0.07,0.12,1,0.09,-0.47,1
4335,6399,1,1,2.67,888,512,0.83,0.10,0,0.82,5.00,1
53,5076,18,3,1409.56,11,26,0.13,0.00,1,0.07,-0.97,1
51,6754,17,3,1527.16,7,30,0.18,0.02,1,0.04,0.01,1
11,3575,19,0,1475.30,5,39,0.00,0.13,1,0.04,0.06,1
94,5035,16,2,1570.93,2,14,0.10,0.09,1,0.07,0.06,1
3858,5626,2,3,6.60,686,458,0.71,0.10,0,0.92,5.00,1
45,4687,18,1,1307.03,6,28,0.06,0.07,1,0.02,-0.11,1
57,5754,10,4,1353.90,8,42,0.01,0.04,1,0.10,0.74,1
55,6376,11,3,1324.74,4,26,0.06,0.08,1,0.04,-0.26,1
68,5389,13,2,1229.46,6,32,0.12,0.08,1,0.05,0.35,1
2853,3678,1,4,6.88,1337,492,0.71,0.07,0,0.92,5.00,1
84,5200,18,1,1231.08,4,39,0.01,0.11,1,0.01,0.16,1
78,6639,15,3,1442.02,8,39,0.18,0.14,1,0.08,-0.45,1
40,3985,12,3,1521.68,13,28,0.20,0.13,1,0.03,-0.09,1
97,3590,9,1,1311.69,-3,44,0.13,0.02,1,0.03,-0.18,1
2350,3341,1,4,6.12,1009,560,0.71,0.01,0,0.83,5.00,1
57,5477,12,1,1582.14,9,16,0.13,0.04,1,0.03,-0.04,1
34,5239,10,0,1275.84,6,43,0.08,0.20,1,0.01,0.09,1
61,6094,20,4,1614.32,1,20,0.03,0.07,1,0.04,0.29,1
68,5761,13,0,1696.32,4,47,0.07,0.06,1,0.07,0.05,1
3351,5443,3,4,7.93,724,459,0.76,0.09,0,0.84,5.00,1
66,4024,10,0,1499.38,11,29,0.18,0.15,1,0.03,0.24,1
66,4316,17,2,1844.43,5,32,0.13,0.06,1,0.07,0.36,1
82,4805,15,4,940.64,1,27,0.14,0.18,1,0.05,-1.02,1
54,4169,19,4,1185.30,4,30,0.20,0.18,1,0.07,-0.03,1
3282,5680,1,2,5.27,836,447,0.99,0.18,0,0.97,5.00,1
42,4466,8,2,1558.36,3,35,0.10,0.04,1,0.04,-0.37,1
97,5145,11,1,1321.15,5,42,0.15,0.13,1,0.03,0.31,1
69,5826,9,4,1585.78,4,27,0.05,0.07,1,0.00,-0.21,1
43,5989,12,3,1315.18,4,28,0.13,0.16,1,0.10,0.38,1
2928,5178,2,3,3.34,1381,484,0.81,0.12,0,0.91,5.00,1
35,5091,18,0,1707.80,4,23,0.10,0.14,1,0.01,0.17,1
47,5671,19,2,1461.55,7,29,0.03,0.12,1,0.05,-0.01,1
73,4790,9,4,1919.42,9,9,0.07,0.18,1,0.05,1.26,1
102,5383,11,3,1453.46,10,42,0.17,0.08,1,0.08,0.34,1
3199,3769,0,3,4.44,956,550,0.77,0.15,0,0.98,5.00,1
41,5824,10,4,1393.85,5,27,0.10,0.02,1,0.02,1.57,1
38,4945,11,1,1444.49,8,30,0.03,0.03,1,0.07,0.72,1
31,5059,10,1,996.78,5,21,0.08,0.06,1,0.10,-0.35,1
89,4959,20,0,1698.48,5,51,0.10,0.10,1,0.05,-0.23,1
2875,4813,1,3,3.79,826,531,0.82,0.00,0,0.96,5.00,1
83,5398,11,2,1482.86,1,47,0.03,0.07,1,0.07,-1.01,1
95,7103,10,2,1164.41,1,21,0.06,0.05,1,0.02,0.06,1
34,6550,20,4,1255.18,-1,24,0.19,0.10,1,0.05,-0.34,1
80,6148,9,0,1498.65,1,36,0.12,0.14,1,0.00,-0.13,1
2784,4953,1,0,8.80,1079,457,0.83,0.20,0,0.89,5.00,1
22,4700,12,4,1533.14,3,59,0.20,0.06,1,0.05,-0.38,1
67,6139,20,2,1329.90,6,25,0.20,0.17,1,0.06,0.09,1
96,6741,12,0,1299.65,2,12,0.13,0.10,1,0.00,0.89,1
34,6087,13,3,1442.82,4,24,0.07,0.14,1,0.03,-0.18,1
3719,4822,0,1,4.75,1409,475,0.93,0.14,0,0.97,5.00,1
17,4318,15,2,1665.74,10,33,0.04,0.11,1,0.07,0.00,1
89,1636,9,2,1331.06,8,30,0.13,0.02,1,0.05,0.47,1
59,4825,10,2,1491.93,3,41,0.19,0.08,1,0.05,-0.18,1
34,5386,10,2,1196.33,4,23,0.03,0.11,1,0.07,0.35,1
1974,5841,2,4,4.38,1252,455,0.88,0.16,0,0.93,5.00,1
52,6749,17,0,1366.15,3,19,0.08,0.04,1,0.04,0.23,1
67,5228,20,1,1556.73,6,24,0.18,0.06,1,0.01,0.43,1
34,5333,19,3,1418.33,0,27,0.11,0.02,1,0.09,0.13,1
39,6032,8,4,1181.43,10,28,0.16,0.10,1,0.03,-0.08,1
3289,3437,0,0,2.52,1060,452,0.77,0.07,0,0.90,5.00,1
63,4664,17,4,1867.63,8,24,0.02,0.08,1,0.02,-0.08,1
54,4516,18,2,1542.69,2,32,0.08,0.04,1,0.09,-0.24,1
44,6225,12,2,1542.10,7,18,0.17,0.15,1,0.05,0.32,1
115,5463,20,1,1567.65,6,54,0.17,0.05,1,0.04,0.07,1
3173,5213,0,3,9.41,1190,506,0.80,0.13,0,0.93,5.00,1
77,4238,14,0,1103.21,4,11,0.03,0.16,1,0.05,-0.18,1
66,3671,13,0,1258.45,2,33,0.19,0.10,1,0.08,-0.66,1
44,4672,12,0,1326.97,10,30,0.13,0.17,1,0.05,-0.83,1
32,5205,20,3,1535.42,2,25,0.13,0.01,1,0.10,0.18,1
2557,6213,1,4,8.95,1243,572,0.76,0.18,0,0.83,5.00,1
75,6697,20,0,1351.42,3,14,0.15,0.11,1,0.02,0.66,1
108,4160,20,0,1462.00,3,41,0.19,0.17,1,0.07,0.13,1
63,4486,17,0,1393.51,5,16,0.08,0.11,1,0.06,0.41,1
74,5650,16,3,1461.25,3,15,0.00,0.06,1,0.03,-0.06,1
3488,4895,1,4,5.10,1134,468,0.71,0.07,0,0.99,5.00,1
89,5288,17,3,1359.61,7,37,0.13,0.19,1,0.01,0.30,1
81,5473,17,2,1059.05,4,24,0.03,0.11,1,0.04,0.16,1
71,5789,19,1,1535.49,5,13,0.14,0.04,1,0.05,0.04,1
40,6168,19,1,1925.28,6,30,0.08,0.17,1,0.09,-0.14,1
2717,4940,2,1,9.58,1091,451,0.84,0.18,0,0.88,5.00,1
71,5542,14,4,1582.63,5,17,0.03,0.08,1,0.05,0.48,1
30,5652,16,3,1467.17,2,18,0.17,0.12,1,0.06,0.26,1
78,4995,20,1,1168.31,3,35,0.02,0.12,1,0.09,-0.04,1
68,5930,10,3,1099.99,6,48,0.04,0.14,1,0.06,0.34,1
3363,5898,1,3,5.74,1262,533,0.83,0.14,0,0.95,5.00,1
42,4090,15,2,1397.70,3,38,0.05,0.19,1,0.07,0.32,1
29,4169,20,2,1626.24,4,28,0.19,0.03,1,0.09,-0.21,1
64,7626,10,1,989.08,2,29,0.13,0.04,1,0.01,0.22,1
44,5133,13,1,1364.32,5,51,0.16,0.11,1,0.09,0.73,1
2821,3603,0,1,1.84,1074,480,0.89,0.15,0,0.90,5.00,1
23,3862,12,4,1584.06,7,32,0.11,0.13,1,0.04,1.26,1
62,5086,16,4,1742.55,2,25,0.11,0.15,1,0.03,0.10,1
60,4345,13,1,1609.68,2,24,0.06,0.06,1,0.09,-0.07,1
68,4944,10,2,1560.53,5,29,0.08,0.13,1,0.02,-0.94,1
2224,4574,1,0,4.97,833,503,0.98,0.08,0,0.91,5.00,1
36,5097,17,4,1417.47,1,20,0.03,0.05,1,0.05,-0.25,1
76,4510,11,4,1292.75,2,22,0.18,0.00,1,0.06,0.01,1
77,6307,18,1,1345.04,0,29,0.12,0.05,1,0.03,-0.21,1
67,6885,10,4,1423.41,8,45,0.13,0.05,1,0.04,-0.31,1
3673,4257,1,1,1.71,621,515,0.81,0.15,0,0.96,5.00,1
47,6967,17,0,1476.85,6,29,0.14,0.01,1,0.07,0.14,1
28,5398,8,1,1362.06,2,44,0.06,0.01,1,0.02,-0.25,1
57,5036,17,2,1437.85,8,27,0.06,0.03,1,0.05,0.91,1
55,4775,18,1,1323.36,10,33,0.13,0.01,1,0.02,0.29,1
2795,4943,3,4,7.40,773,595,0.83,0.07,0,0.89,5.00,1
57,4832,9,3,1486.04,2,29,0.17,0.11,1,0.06,0.05,1
74,5015,16,4,1072.80,3,40,0.04,0.08,1,0.01,1.00,1
53,3899,11,2,1351.56,3,13,0.04,0.01,1,0.02,-0.40,1
58,5423,12,1,1790.28,11,33,0.20,0.16,1,0.05,-0.07,1
3644,3895,1,1,1.55,1213,524,0.97,0.12,0,0.95,5.00,1
74,3443,11,4,1501.67,2,32,0.04,0.12,1,0.02,-0.47,1
62,3991,16,3,1631.00,7,35,0.08,0.17,1,0.05,-0.17,1
42,4115,18,4,1262.98,1,38,0.16,0.01,1,0.09,0.84,1
72,4745,9,2,1541.10,10,23,0.12,0.01,1,0.05,-0.11,1
3259,5672,0,0,3.84,971,433,0.86,0.19,0,0.92,5.00,1
70,4808,15,1,1407.62,6,37,0.17,0.02,1,0.07,0.17,1
24,4402,8,4,1797.78,-1,31,0.20,0.15,1,0.05,-0.11,1
93,5031,20,1,1369.77,2,30,0.03,0.12,1,0.02,0.05,1
93,4967,8,4,1137.23,7,30,0.17,0.18,1,0.08,0.53,1
3246,3041,0,3,5.00,1000,469,0.98,0.01,0,0.80,5.00,1
81,5416,16,4,1588.48,11,36,0.15,0.06,1,0.08,-0.25,1
76,3858,14,0,1228.05,7,18,0.15,0.01,1,0.02,0.14,1
70,5373,18,2,1475.05,5,39,0.13,0.18,1,0.09,0.63,1
59,3672,16,3,1371.09,4,46,0.04,0.13,1,0.09,0.39,1
2708,4662,2,4,9.93,1156,400,0.77,0.14,0,0.81,5.00,1
73,4090,18,1,1594.84,5,42,0.16,0.17,1,0.04,-0.33,1
18,3752,10,4,1727.02,4,35,0.19,0.12,1,0.09,-0.14,1
51,3825,13,3,1226.61,4,40,0.19,0.12,1,0.01,0.09,1
60,5157,13,3,1833.14,7,46,0.17,0.08,1,0.08,-0.05,1
3814,3026,1,2,4.35,1222,571,0.80,0.10,0,1.00,5.00,1
86,3572,14,2,1350.92,3,36,0.16,0.05,1,0.00,-0.32,1
95,4279,11,0,1435.93,-1,38,0.14,0.05,1,0.01,-0.35,1
67,4892,9,1,1574.22,4,47,0.06,0.02,1,0.04,0.52,1
29,4347,17,3,1705.29,1,31,0.16,0.06,1,0.01,0.11,1
2527,3403,2,2,7.72,920,534,0.73,0.11,0,0.82,5.00,1
57,4046,11,0,1548.14,4,39,0.18,0.01,1,0.05,-0.55,1
50,5074,9,2,1144.98,3,32,0.20,0.16,1,0.07,-0.22,1
70,6474,12,1,1248.32,6,37,0.03,0.11,1,0.08,0.00,1
49,3682,9,3,1344.88,3,29,0.07,0.13,1,0.02,0.14,1
3064,4638,2,1,6.08,1238,494,0.71,0.17,0,0.84,5.00,1
47,3789,15,3,1556.62,5,35,0.06,0.05,1,0.05,-0.17,1
56,4335,8,3,1414.55,3,34,0.16,0.10,1,0.03,-0.75,1
63,5751,18,4,1420.36,3,30,0.05,0.08,1,0.05,-0.04,1
65,3993,12,0,1563.85,7,23,0.11,0.19,1,0.09,-0.23,1
3537,5952,3,0,8.46,894,481,0.73,0.19,0,0.85,5.00,1
74,4944,9,4,1573.32,8,47,0.12,0.02,1,0.04,-0.23,1
69,4914,10,2,1184.24,9,17,0.12,0.03,1,0.02,-0.13,1
41,4300,8,3,1301.14,7,41,0.18,0.03,1,0.03,-0.60,1
46,4957,9,2,1209.00,6,34,0.08,0.02,1,0.10,-1.23,1
2231,2648,2,4,3.82,1054,441,0.76,0.12,0,0.85,5.00,1
88,5711,11,2,1730.41,4,26,0.13,0.08,1,0.07,-0.18,1
43,3839,8,4,1262.91,7,17,0.04,0.02,1,0.06,-0.15,1
78,3735,19,4,1642.16,7,29,0.15,0.08,1,0.00,-0.18,1
77,4635,11,2,1778.90,5,29,0.05,0.10,1,0.07,0.95,1
2717,4920,2,2,4.78,680,549,0.70,0.10,0,0.82,5.00,1
39,4872,11,4,1600.49,6,34,0.04,0.14,1,0.06,0.40,1
74,5343,10,0,1464.17,6,29,0.07,0.15,1,0.08,-0.31,1
58,6084,14,0,1098.62,4,35,0.20,0.18,1,0.06,0.22,1
101,3388,15,1,1203.27,9,33,0.10,0.06,1,0.01,0.38,1
2464,5937,3,4,4.08,660,509,0.88,0.15,0,0.81,5.00,1
56,5348,12,3,1527.70,-1,45,0.01,0.13,1,0.08,-0.10,1
41,4932,19,0,1576.64,6,46,0.05,0.08,1,0.03,-1.01,1
50,5514,10,1,1875.78,5,36,0.13,0.07,1,0.03,-0.47,1
90,4619,15,3,1449.13,7,3,0.17,0.19,1,0.04,0.09,1
2945,5441,0,3,2.43,870,537,0.74,0.19,0,0.81,5.00,1
75,5834,19,2,1527.03,6,17,0.15,0.05,1,0.05,-0.53,1
46,3901,8,3,1407.13,4,19,0.11,0.02,1,0.06,0.10,1
67,3338,8,2,1394.63,-1,26,0.07,0.08,1,0.10,-0.03,1
26,4966,15,3,1566.73,4,17,0.06,0.09,1,0.03,-0.45,1
3066,5169,2,2,5.32,1072,462,0.74,0.15,0,0.86,5.00,1
64,3468,19,3,1526.56,3,6,0.18,0.11,1,0.07,-0.84,1
73,3109,14,2,1648.62,2,12,0.14,0.06,1,0.07,0.93,1
28,5319,16,4,1560.71,7,30,0.01,0.09,1,0.09,-0.36,1
63,3464,15,3,1451.35,0,25,0.15,0.16,1,0.08,-0.56,1
2975,6874,3,3,5.05,982,473,0.87,0.11,0,0.95,5.00,1
52,5986,15,2,1258.78,9,22,0.13,0.05,1,0.01,-0.16,1
29,4326,10,1,1594.65,1,29,0.04,0.07,1,0.08,-0.27,1
91,4643,14,3,1315.91,6,52,0.11,0.20,1,0.00,0.49,1
56,5798,13,1,1500.86,1,33,0.03,0.13,1,0.09,0.67,1
2699,5472,0,4,8.13,882,472,0.99,0.06,0,0.94,5.00,1
37,5990,13,0,1553.63,2,33,0.00,0.17,1,0.10,0.90,1
69,4590,11,1,1238.51,3,39,0.12,0.14,1,0.07,-0.44,1
38,6292,20,3,1446.59,2,19,0.02,0.04,1,0.04,0.18,1
62,5998,17,0,1284.64,2,40,0.09,0.10,1,0.00,0.06,1
3315,6913,1,4,4.86,852,586,0.71,0.06,0,0.84,5.00,1
20,5423,17,3,1182.98,3,47,0.02,0.10,1,0.05,-0.93,1
36,4204,16,4,1438.79,5,34,0.19,0.14,1,0.09,0.19,1
52,3002,15,1,1478.67,3,24,0.10,0.12,1,0.05,-0.56,1
52,4166,8,1,1416.63,5,25,0.02,0.15,1,0.03,0.04,1
3484,5841,1,1,6.07,734,538,0.93,0.08,0,0.84,5.00,1
43,5142,12,1,1725.01,8,34,0.05,0.18,1,0.08,0.68,1
67,4650,12,0,1164.37,8,14,0.14,0.11,1,0.09,0.55,1
34,5528,12,1,1226.53,2,30,0.19,0.11,1,0.08,0.00,1
77,4149,18,4,1526.19,5,51,0.00,0.06,1,0.09,-0.04,1
2509,6594,3,4,1.85,1215,610,0.93,0.02,0,1.00,5.00,1
86,4129,8,3,1493.54,1,28,0.04,0.18,1,0.02,-0.47,1
78,4606,12,0,1481.26,6,4,0.07,0.11,1,0.03,0.06,1
100,4416,9,0,1786.93,4,31,0.08,0.19,1,0.03,0.31,1
115,3671,15,0,1557.44,2,41,0.18,0.03,1,0.03,-0.05,1
3491,5753,1,1,3.07,884,409,0.76,0.18,0,0.92,5.00,1
65,5938,8,1,1296.74,9,45,0.05,0.07,1,0.01,0.34,1
58,3723,8,3,1687.96,3,41,0.17,0.00,1,0.09,0.70,1
67,5253,16,2,1302.08,4,23,0.01,0.16,1,0.09,0.21,1
73,5530,18,4,1637.11,5,23,0.20,0.04,1,0.00,-0.10,1
3125,4770,1,3,7.20,930,472,0.93,0.10,0,0.89,5.00,1
44,4983,14,3,1476.28,4,23,0.07,0.19,1,0.07,-0.21,1
66,3707,12,1,1370.37,3,39,0.18,0.04,1,0.09,-0.06,1
56,6095,12,1,1154.30,3,28,0.10,0.05,1,0.01,-0.31,1
55,5125,15,0,1981.24,3,16,0.14,0.20,1,0.09,1.01,1
3870,2505,1,3,4.18,1261,470,0.87,0.17,0,0.88,5.00,1
87,5791,11,0,1755.16,1,44,0.01,0.14,1,0.07,0.22,1
61,4291,13,4,1470.29,3,30,0.04,0.07,1,0.04,0.55,1
16,3652,16,3,1657.23,3,19,0.13,0.01,1,0.02,-0.38,1
25,3888,13,0,1382.33,3,26,0.12,0.03,1,0.01,0.66,1
3336,5786,2,2,5.83,964,485,0.90,0.15,0,0.98,5.00,1
28,6087,17,2,1370.44,-1,44,0.12,0.05,1,0.04,0.18,1
69,4883,18,3,1197.49,0,12,0.01,0.06,1,0.09,0.22,1
29,6134,19,0,1432.41,5,29,0.11,0.01,1,0.04,-0.63,1
52,3955,11,0,1195.36,6,33,0.07,0.10,1,0.09,0.99,1
3023,5832,1,1,8.54,627,527,0.74,0.07,0,0.89,5.00,1
62,4652,16,1,1459.29,2,19,0.16,0.14,1,0.10,0.04,1
17,5529,19,4,1719.10,3,35,0.13,0.06,1,0.08,0.13,1
32,4986,13,1,1399.77,4,38,0.16,0.06,1,0.09,0.37,1
